Price,Close,High,Low,Open,Volume
Ticker,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA
Date,,,,,
2018-01-02,10.45298957824707,10.45298957824707,10.186347830316473,10.186347830316473,18356200
2018-01-03,10.586310386657715,10.60853043254334,10.41807255040893,10.50695273395143,16361400
2018-01-04,10.687889099121094,10.7799442756093,10.618055181528142,10.640275229521599,19250400
2018-01-05,10.687889099121094,10.760899212130221,10.56726632741427,10.69741284176243,10535600
2018-01-08,10.71328353881836,10.71328353881836,10.583137031671747,10.67836597650312,10261200
2018-01-09,10.61170482635498,10.729153806773322,10.595833538877088,10.662493672825205,11645000
2018-01-10,10.567266464233398,10.662495415567157,10.418073673572694,10.53869765774309,10140000
2018-01-11,10.808510780334473,10.86247460747251,10.586309136810248,10.611704163910863,19368800
2018-01-12,10.833906173706055,10.843428703739951,10.672015897720321,10.68788718474401,15300800
2018-01-15,10.887870788574219,10.935485869279349,10.833908160616756,10.833908160616756,10489200
2018-01-16,10.983095169067383,11.011663963422757,10.897389996902563,10.94183007458841,12438600
2018-01-17,11.243392944335938,11.291008025784054,10.938659813593084,10.986274895041202,24269600
2018-01-18,11.167206764221191,11.29417946765339,11.02436277558533,11.29417946765339,18858800
2018-01-19,11.09420108795166,11.364016647050331,11.09420108795166,11.208476311866981,16285400
2018-01-22,11.13228988647461,11.173556199232054,10.95770331682598,11.110069843659412,12682000
2018-01-23,11.179909706115723,11.265616140919404,11.014845595853304,11.100552030656985,31866000
2018-01-24,12.059191703796387,12.059191703796387,11.249742525386813,11.268788801539454,55444200
2018-01-25,12.059191703796387,12.059191703796387,12.059191703796387,12.059191703796387,0
2018-01-26,12.433759689331055,12.538512399470987,12.10998144739417,12.189339120808544,48520200
2018-01-29,12.363922119140625,12.443279769185299,12.224251880084946,12.351224604517082,26644400
2018-01-30,12.316304206848145,12.363919270264214,12.157588943329738,12.211552762594705,21664200
2018-01-31,12.595647811889648,12.728968098608084,12.506767620744023,12.506767620744023,25505800
2018-02-01,12.630566596984863,12.713098038042155,12.500420071266353,12.516291362519459,21985000
2018-02-02,12.459151268005371,12.567077722329893,12.395664904714184,12.475022556102752,16819200
2018-02-05,12.087759971618652,12.50994211477566,12.07188747008416,12.316309220712684,12086800
2018-02-06,12.61786937713623,12.7226220815001,11.843338963244262,11.951265441572826,26080400
2018-02-07,12.630566596984863,12.890859648421888,12.535337638564327,12.611520320939995,27984600
2018-02-08,12.23377513885498,12.767058622988158,12.23377513885498,12.700397279295315,25302400
2018-02-09,12.005224227905273,12.313132272586632,11.827462670302365,12.271865958858866,20133600
2018-02-14,12.557559967041016,12.614697594641218,12.078238892272896,12.078238892272896,21575800
2018-02-15,12.665481567382812,12.760710506277835,12.570251417586134,12.697224143380602,22459000
2018-02-16,12.792451858520508,12.795626842357555,12.601993998950094,12.738489242306121,13154200
2018-02-19,12.579774856567383,12.874985407673398,12.436930846209371,12.760710199386988,9217800
2018-02-20,12.951170921325684,12.992437246928601,12.421062290719005,12.459153631559142,17980800
2018-02-21,13.05274486541748,13.15432255223773,12.919424605553983,12.919424605553983,23663400
2018-02-22,13.45905876159668,13.738396835124039,13.376526122357724,13.69078296870315,34151600
2018-02-23,13.45905876159668,13.551112721037752,13.316214740530576,13.490801339210606,17231200
2018-02-26,13.655862808227539,13.684431607004434,13.497147528556232,13.497147528556232,13988400
2018-02-27,13.522544860839844,13.681260181792902,13.42731591044837,13.601902521316372,11914000
2018-02-28,13.26860237121582,13.611428091742253,13.179722167035765,13.427317713481324,15547000
2018-03-01,13.363829612731934,13.411444693638119,13.205114290913732,13.26225190364043,14468400
2018-03-02,13.474198341369629,13.541249745742482,13.154904547583662,13.269850508228076,11367200
2018-03-05,13.585952758789062,13.691320311489696,13.384797296911984,13.490164849612619,12071800
2018-03-06,13.886085510253906,14.036152742204056,13.665772046610256,13.665772046610256,29885200
2018-03-07,13.790301322937012,13.921211756323196,13.60511151819994,13.761564826924952,15810600
2018-03-08,13.863739013671875,14.144717955509506,13.691321252507574,14.048930039749465,17967600
2018-03-09,13.956330299377441,14.06489022915884,13.758368504367503,13.892471302210314,18346800
2018-03-12,13.882895469665527,13.956332903808923,13.729634578669403,13.956332903808923,17497400
2018-03-13,13.707499504089355,13.937824281853171,13.656316355731008,13.909033684632695,16989400
2018-03-14,13.589138984680176,13.781076710239052,13.438787949371106,13.752286112420347,29880000
2018-03-15,13.56035041809082,13.573146512438669,13.33642364821434,13.496371166654294,17509400
2018-03-16,13.563549995422363,13.697905324607873,13.464382095093022,13.595539010856232,46898800
2018-03-19,13.24364948272705,13.54115184037499,13.221256937123632,13.499565161267693,21042200
2018-03-20,13.294836044311523,13.378008203656098,13.138086964393539,13.336421513832546,12008200
2018-03-21,13.5155611038208,13.53155560662876,13.20526262407657,13.282037945978049,24238400
2018-03-22,13.272445678710938,13.605135591180813,13.160481683101434,13.400402961875436,15820600
2018-03-23,13.17967414855957,13.403600890997495,13.038919568585836,13.154081962999774,17873400
2018-03-26,13.269241333007812,13.403597835968249,13.173273099637385,13.368409198995224,8215400
2018-03-27,12.939753532409668,13.355616805650845,12.811795038965014,13.342820712245853,22666400
2018-03-28,12.898163795471191,12.978137529927388,12.709425733342472,12.827786518652987,15903600
2018-03-29,13.125287055969238,13.275638046023307,12.939748652774718,12.990931786790672,15316600
2018-04-02,12.875775337219238,13.16048172706708,12.853382782083077,13.12849271124477,15423600
2018-04-03,12.706229209899902,13.035720654347333,12.664642520115436,12.914160218217178,12898400
2018-04-04,12.811796188354492,12.811796188354492,12.386336417041456,12.415127019634273,15351000
2018-04-05,13.18606948852539,13.35561341200136,13.077305162825143,13.352414999614142,24045600
2018-04-06,13.013327598571777,13.122091938198087,12.80219696521511,13.122091938198087,15483000
2018-04-09,12.539884567260742,13.0869047384869,12.392733156340714,13.013329033026887,16689200
2018-04-10,12.389531135559082,12.741416309005546,12.223185616888415,12.741416309005546,26051600
2018-04-11,12.491897583007812,12.619856051431645,12.283966597197075,12.283966597197075,11280000
2018-04-12,12.459907531738281,12.619854993711039,12.443913029601463,12.514289083063918,11726600
2018-04-13,12.040847778320312,12.523889918652806,12.040847778320312,12.475905179840074,20079000
2018-04-16,11.612186431884766,12.216787691664937,11.612186431884766,12.124019083667092,22765800
2018-04-17,11.890497207641602,11.935283535119128,11.676168131789638,11.733749332529525,14967400
2018-04-18,12.162405014038086,12.315954429317985,11.941677958379909,11.941677958379909,23280200
2018-04-19,12.168807029724121,12.219990184852504,12.028052437894061,12.197597630752753,19762000
2018-04-20,12.034448623657227,12.140014551203665,11.948076833929,12.050443128354495,10481200
2018-04-23,11.816922187805176,11.951278737451597,11.669770764151771,11.948079103722812,18817600
2018-04-24,11.701761245727539,11.957677035783606,11.624985898559348,11.871305227832918,19854800
2018-04-25,11.855310440063477,11.877702994896163,11.484232248161197,11.621787210877818,14036800
2018-04-26,11.948080062866211,12.01845736691645,11.826520818073925,11.941683235500568,12663200
2018-04-27,11.948080062866211,12.104829179986432,11.896896901821348,12.028053828267732,12337200
2018-04-30,11.74014949798584,12.028054333339071,11.692164748608867,11.996065313956334,10971400
2018-05-02,11.522618293762207,11.743345409191049,11.452241001754775,11.676167750621742,13015200
2018-05-03,11.19632339477539,11.586595629318618,11.19632339477539,11.516218348911831,17522600
2018-05-04,11.173932075500488,11.295492513136903,11.074764189494132,11.196324627130547,14099000
2018-05-07,11.16113567352295,11.410653367796616,11.16113567352295,11.25390551073329,14813800
2018-05-08,11.465038299560547,11.577001075606917,11.19632641674652,11.244311160939386,17768400
2018-05-09,11.948080062866211,11.948080062866211,11.5034261224822,11.548211235858602,26166400
2018-05-10,11.509819984436035,11.826516517187967,11.455438429485001,11.826516517187967,40970000
2018-05-11,11.455436706542969,11.688959835032172,11.38505943867147,11.618582567160674,18284600
2018-05-14,11.170734405517578,11.589797354521714,11.004390055688221,11.455442021128135,17613600
2018-05-15,10.86683464050293,11.004389602051273,10.777263201630216,11.004389602051273,24310200
2018-05-16,11.026779174804688,11.109951323799118,10.876428159746723,10.876428159746723,14972600
2018-05-17,10.514947891235352,11.001188418384722,10.508549845052823,11.001188418384722,27447200
2018-05-18,10.457367897033691,10.543739699964735,10.10868288215348,10.332609032900852,23598200
2018-05-21,10.20784854888916,10.71328319243341,10.204649525938105,10.71328319243341,19078200
2018-05-22,10.43455982208252,10.573043269507256,10.283193907795097,10.354046247000214,21389600
2018-05-23,10.209123611450195,10.386253266409666,10.176918052111214,10.305739675197188,17746000
2018-05-24,9.896733283996582,10.048099271427155,9.722824197202678,9.854866475001609,40698000
2018-05-25,9.6906156539917,10.077081128208153,9.645528240565422,10.035213717795235,19350800
2018-05-28,8.978877067565918,9.565016635018965,8.930569026837553,9.565016635018965,29319200
